bids_name	NumberOfShells	bValues	bValuesEstimation	bdiffs_max	bdiffs_mean	bdiffs_median	bdiffs_min	efc_shell01	efc_shell02	efc_shell03	efc_shell04	efc_shell05	fa_degenerate	fa_nans	fber_shell01	fber_shell02	fber_shell03	fber_shell04	fber_shell05	fd_mean	fd_num	fd_perc	ndc	sigma_cc	sigma_pca	sigma_piesno	snr_cc_shell0	snr_cc_shell1_best	snr_cc_shell1_worst	snr_cc_shell2_best	snr_cc_shell2_worst	snr_cc_shell3_best	snr_cc_shell3_worst	snr_cc_shell4_best	snr_cc_shell4_worst	spikes_global	spikes_slice_i	spikes_slice_j	spikes_slice_k	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv
sub-001_ses-pilot004_acq-lowres_dir-AP_dwi	4	[0.0, 700.0, 1000.0, 1950.0, 2000.0, 2950.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.2409	0.1429	0.1486	0.0182	0.399	0.4285	0.4301	0.4436	0.4584	0.0	0.0	62315.0859	18544.4512	13131.7197	4830.3335	2131.4104	8.8037	139	94.5578231292517	0.7718	40.7716	11.206	1.3206	6.11	6.11	6.11	3.78	2.27	2.68	1.84	2.08	1.28	47.14	211.01	207.07	321.71	109.4327	1.4826	12.0891	1.0	848092.0	0.0	62.0	33.5221	5.7728	94.8865	328.1621	284.0	188708.0	98.0	687.0	179.5102	24.9742	47.4433	257.9895	251.0	58743.0	142.0	375.0	94.9932
sub-001_ses-pilot005_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 1950.0, 2000.0, 2950.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3723	0.2459	0.281	0.0102	0.3921	0.4936	0.5003	0.5561	0.6032	0.0	0.0	1150.1328	371.983	272.7911	91.7896	45.5962	8.7679	136	92.51700680272108	0.4787	48.9259	15.2287	1.3206	3.55	3.39	3.39	2.16	1.45	1.61	1.31	1.18	0.89	63.62	320.8	312.23	368.92	972.1678	7.413	25.1192	8.0	1505245.0	2.0	97.0	88.5527	8.2477	146.7776	353.3983	274.0	349247.0	93.0	920.0	272.9217	15.3524	80.0605	220.7294	213.0	150930.0	75.0	380.0	104.3546
sub-001_ses-pilot005_acq-lowres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 1950.0, 2000.0, 2950.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3135	0.2066	0.2327	0.0072	0.4034	0.4644	0.4679	0.503	0.5455	0.0	0.0	2607.7632	986.7101	713.7126	254.1441	108.4968	1.6671	140	95.23809523809524	0.7784	25.9455	9.8559	0.8254	6.52	6.4	6.4	4.27	2.36	2.98	1.81	2.18	1.15	58.01	275.57	251.17	368.95	656.5368	5.9304	28.899	6.0	850180.0	1.0	133.0	95.6636	6.027	164.5688	389.2914	315.0	186620.0	110.0	942.0	270.3864	15.5144	77.0953	237.1231	233.0	53092.0	107.0	382.0	96.5748
sub-001_ses-pilot006_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.375	0.2443	0.2605	0.0072	0.3754	0.4765	0.4812	0.5301	0.5788	0.0	0.0	1407.0907	481.5311	356.2846	125.307	56.6324	8.0246	139	94.5578231292517	0.7348	56.3389	15.6526	1.3206	3.65	3.53	3.53	2.39	1.55	1.67	1.18	1.36	1.14	62.89	374.36	354.54	346.58	624.3107	8.8956	31.0601	9.0	1509460.0	2.0	123.0	110.9013	9.9721	198.6687	447.4471	339.0	345032.0	109.0	1214.0	380.2126	13.5127	103.7822	250.5839	241.0	130714.0	86.0	438.0	120.8273
sub-001_ses-pilot006_acq-lowres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.304	0.188	0.22	0.0092	0.3864	0.4538	0.4611	0.4892	0.5274	0.0	0.0	2770.3486	1094.5416	746.8052	277.1983	122.0338	3.2501	138	93.87755102040816	0.7816	40.0303	10.0592	0.9905	4.92	4.9	4.9	3.44	1.97	2.26	1.4	1.64	0.67	58.32	316.52	299.19	351.95	470.6565	7.413	35.3936	7.0	851691.0	1.0	161.0	117.5038	8.6669	220.9077	487.4009	381.0	185109.0	121.0	1260.0	387.0079	9.2512	109.7126	278.6811	272.0	51579.0	116.0	467.0	119.1342
sub-001_ses-pilot007_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3589	0.2479	0.2751	0.0094	0.3734	0.4737	0.4816	0.5359	0.5857	0.0	0.0	1497.5055	513.475	378.0084	118.8726	53.9008	7.912	140	99.29078014184397	0.733	35.5825	15.4084	1.3206	4.45	4.44	4.44	2.82	2.53	2.64	1.46	1.75	1.52	66.06	327.19	309.33	365.66	948.4746	7.413	24.8532	8.0	1507700.0	2.0	96.0	97.864	8.2067	167.5341	394.6513	299.0	346792.0	98.0	1064.0	319.8695	41.8784	78.5779	217.8052	210.0	119364.0	75.0	376.0	108.4936
sub-001_ses-pilot008_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3377	0.2415	0.2719	0.0025	0.3756	0.476	0.4784	0.5291	0.5769	0.0	0.0	1549.4998	508.8253	418.1549	131.6971	58.8297	7.0068	279	99.64285714285714	0.5727	37.0651	15.0879	1.3206	4.4	4.39	4.39	3.18	1.79	2.58	2.5	1.83	1.46	33.66	189.23	165.89	202.06	811.3721	7.413	27.0201	8.0	1507700.0	2.0	108.0	102.839	8.3697	185.3253	425.5522	323.0	346792.0	107.0	1144.0	345.802	16.4873	77.0953	232.0999	224.0	93874.0	105.0	389.0	94.1928
sub-001_ses-pilot008_acq-lowres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.325	0.2293	0.2607	0.001	0.3892	0.4537	0.4543	0.486	0.5248	0.0	0.0	2992.5552	1202.6376	1003.8575	330.2162	134.7495	6.8094	276	98.57142857142857	0.6602	38.5477	9.7485	0.9905	4.44	4.52	4.52	2.88	2.69	2.75	2.3	1.8	1.05	29.97	150.88	118.22	195.68	590.2575	7.413	31.4902	7.0	850242.0	1.0	147.0	109.2875	6.9617	203.1165	458.6841	363.0	186558.0	121.0	1150.0	339.2703	18.867	85.9909	268.5879	257.0	47721.0	125.0	455.0	113.2678
sub-001_ses-pilot009_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3549	0.235	0.2624	0.001	0.3656	0.4672	0.4793	0.5297	0.5796	0.0	0.0	1507.1459	513.1793	356.4469	118.3128	54.1611	11.0177	279	99.64285714285714	0.5372	41.5129	15.0965	1.3206	4.48	4.35	4.35	2.96	2.41	2.58	1.31	1.81	0.81	33.69	210.32	198.23	194.19	559.6229	8.8956	30.1307	9.0	1511301.0	2.0	114.0	108.3064	9.8112	201.6339	452.3318	335.0	343191.0	108.0	1262.0	397.0109	11.508	94.8865	238.8976	231.0	93055.0	103.0	401.0	98.2091
sub-001_ses-pilot010_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3458	0.25	0.2797	0.0023	0.3718	0.4737	0.4751	0.5276	0.5754	0.0	0.0	1522.3016	512.4467	436.6192	133.8584	59.7803	6.5543	278	99.28571428571429	0.5191	40.0303	15.138	1.3206	4.43	4.35	4.35	2.84	1.8	2.65	2.45	1.76	1.47	33.58	198.79	175.73	201.73	760.8953	8.8956	27.7737	9.0	1510700.0	2.0	109.0	102.2282	8.3617	192.7383	435.433	331.0	343792.0	109.0	1177.0	358.2557	10.4752	83.0257	233.4972	226.0	91603.0	105.0	391.0	93.1607
sub-001_ses-pilot010_acq-lowres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3205	0.2362	0.258	0.0029	0.3892	0.4497	0.4514	0.4814	0.5188	0.0	0.0	3123.4294	1397.5851	1117.9924	381.9356	159.0755	5.9299	278	99.28571428571429	0.6533	35.5825	9.6845	0.9905	5.01	5.05	5.05	3.16	2.0	2.86	2.13	1.96	1.34	29.64	153.77	128.14	193.45	487.5508	7.413	33.63	7.0	851853.0	1.0	156.0	108.9354	7.2393	213.4947	478.1442	378.0	184947.0	125.0	1206.0	358.2574	19.9247	88.9561	274.2735	264.0	45205.0	131.0	457.0	111.774
sub-001_ses-pilot011_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.1853	0.0865	0.0887	0.0015	0.3737	0.4814	0.4995	0.5576	0.605	0.0	0.0	1595.9176	507.3119	319.3516	105.7091	48.0227	11.7266	140	99.29078014184397	0.6836	28.1694	15.2847	1.3206	5.45	5.34	5.34	3.57	3.24	3.03	1.78	1.97	1.16	70.1	355.65	358.54	393.27	834.9386	7.413	24.7628	8.0	1441645.0	2.0	94.0	101.2844	8.0204	170.4993	396.1792	300.0	348899.0	100.0	1063.0	320.3797	25.0185	78.5779	215.1594	208.0	117375.0	73.0	369.0	104.6986
sub-001_ses-pilot011_acq-lowres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.1562	0.0637	0.0712	0.0033	0.3849	0.4535	0.4639	0.5015	0.5445	0.0	0.0	3494.5906	1300.6104	851.8871	276.7153	118.3567	6.0259	140	99.29078014184397	0.5976	29.652	9.7878	0.9905	5.85	5.88	5.88	4.02	3.48	3.35	2.0	2.09	1.3	62.26	308.36	221.85	394.01	756.0784	5.9304	26.5161	6.0	806232.0	1.0	119.0	101.8228	6.2115	186.8079	424.4828	334.0	187368.0	104.0	1066.0	314.4163	21.492	81.5431	245.6951	239.0	52947.0	98.0	412.0	110.2503
sub-001_ses-pilot012_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.1433	0.0495	0.0319	0.0028	0.3689	0.4715	0.4906	0.5488	0.5947	0.0	0.0	1737.4076	548.5421	345.4683	110.3384	47.6917	9.4261	140	99.29078014184397	0.3769	42.9955	15.734	1.3206	4.15	3.98	3.98	2.68	2.45	2.28	1.36	1.42	0.86	67.04	424.91	398.11	393.27	702.9224	7.413	28.0184	8.0	1503243.0	2.0	113.0	100.1227	9.0056	201.6339	450.9479	338.0	351249.0	103.0	1235.0	385.7272	24.672	97.8517	241.4706	231.0	115306.0	80.0	427.0	120.3994
sub-001_ses-pilot012_acq-lowres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.1286	0.0434	0.031	0.001	0.3829	0.4492	0.4587	0.4943	0.536	0.0	0.0	3708.2747	1390.2616	905.0253	294.7325	123.0105	6.5596	140	99.29078014184397	0.5094	29.652	9.9247	0.9905	6.33	6.32	6.32	4.54	3.87	3.77	1.91	2.37	0.96	60.07	336.55	305.36	399.92	566.8685	5.9304	31.1907	6.0	848754.0	1.0	146.0	106.3828	7.1053	214.9773	472.8404	371.0	188046.0	112.0	1207.0	362.7916	12.7581	100.817	269.9505	262.0	54322.0	91.0	469.0	125.933
sub-001_ses-pilot013_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.1466	0.0738	0.0476	0.003	0.371	0.4785	0.4974	0.5582	0.6052	0.0	0.0	1573.7131	486.8763	308.5386	101.8269	46.6937	9.7321	140	99.29078014184397	0.686	28.1694	15.267	1.3206	5.38	5.21	5.21	3.35	3.0	2.86	1.67	1.81	1.04	68.67	347.85	354.55	411.9	747.6183	5.9304	26.0311	7.0	1507699.0	2.0	100.0	106.8854	8.1132	169.0167	390.2403	297.0	346793.0	103.0	1031.0	310.3163	22.7488	75.6127	210.4399	204.0	114344.0	78.0	355.0	95.8115
sub-001_ses-pilot013_acq-lowres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.1353	0.0487	0.0445	0.005	0.3811	0.4528	0.4637	0.5023	0.5472	0.0	0.0	3366.7515	1249.4467	802.5605	263.1361	110.7759	4.1173	140	99.29078014184397	0.719	22.239	9.8876	0.9905	7.15	7.22	7.22	4.61	4.19	4.07	2.01	2.55	1.05	61.49	274.17	256.93	394.01	546.3491	5.9304	29.3297	5.0	850939.0	1.0	134.0	111.4956	6.8096	183.8427	416.3188	326.0	185861.0	109.0	1058.0	312.6661	20.5424	83.0257	241.8562	232.0	54060.0	104.0	412.0	109.5197
sub-001_ses-pilot014_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.2615	0.1155	0.1067	0.0126	0.3653	0.4713	0.4905	0.5499	0.5906	0.0	0.0	1755.2631	557.2994	348.9809	114.4609	51.0785	17.1354	140	99.29078014184397	0.6543	48.9259	15.4472	1.3206	3.58	3.43	3.43	2.3	2.13	1.9	1.15	1.19	0.78	66.57	359.02	321.61	409.24	839.4269	5.9304	24.3861	7.0	1503950.0	2.0	92.0	102.6909	10.5856	171.9819	407.8884	309.0	350542.0	103.0	1090.0	335.3366	19.7375	83.0257	223.9037	219.0	116269.0	83.0	371.0	98.6213
sub-001_ses-pilot015_acq-highres_dir-LR_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.2516	0.1177	0.108	0.0106	0.51	0.5976	0.6134	0.669	0.6941	0.0	0.0	269.6298	95.1954	63.5151	23.8906	13.7286	17.038	279	99.64285714285714	0.5678	41.5129	19.4884	7.9236	3.62	3.52	3.52	2.39	1.66	2.09	1.28	1.53	1.03	46.32	276.95	236.04	256.4	233.8082	17.7912	37.3721	18.0	984402.0	3.0	125.0	80.4825	6.9819	149.7428	325.3572	274.0	387414.0	86.0	759.0	218.9366	2.8692	74.1301	197.7699	195.0	102623.0	82.0	324.0	76.3913
sub-001_ses-pilot016_acq-highres_dir-RL_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.2471	0.1503	0.1764	0.0114	0.4696	0.5636	0.5784	0.6169	0.6559	0.0	0.0	438.3475	158.5246	102.7954	36.8532	19.8637	13.4985	102	99.02912621359224	0.3579	44.4781	18.8904	7.2633	4.04	4.02	4.02	2.57	2.38	2.08	1.45	1.15	1.0	119.64	776.58	691.27	658.82	236.0246	16.3086	38.138	16.0	1002996.0	3.0	135.0	93.5974	9.2345	180.8775	395.8885	313.0	368820.0	95.0	1014.0	306.8191	11.3387	91.9213	228.102	220.0	135069.0	76.0	393.0	105.8596
sub-001_ses-pilot019_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3358	0.2368	0.2712	0.0043	0.3779	0.4744	0.4858	0.5338	0.5846	0.0	0.0	1555.6964	515.6594	354.6398	125.3618	56.8417	5.6294	279	99.64285714285714	0.6188	41.5129	15.3958	1.3206	4.34	4.13	4.13	2.75	2.0	2.45	1.22	1.75	1.0	32.8	185.57	181.64	184.8	675.1495	8.8956	28.6203	9.0	1509691.0	2.0	109.0	103.0031	8.5703	188.2905	428.1834	334.0	344801.0	112.0	1115.0	338.2796	8.2411	88.9561	238.0835	234.0	91510.0	106.0	389.0	92.1386
sub-001_ses-pilot020_acq-highres_dir-PA_run-2_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3299	0.228	0.2267	0.0086	2.1332	1.0511	0.8296	0.5721	0.5951	0.0	0.0	32.0625	100.0	164.6944	113.7778	53.7778	5.0821	28	96.55172413793103	0.4408	71.1649	16.1083	1.6508	2.94	3.95	3.95	2.39	2.39	1.34	1.09	0.9	0.72	305.41	1626.14	1550.12	1684.02	431.0642	8.8956	31.087	9.0	1508886.0	1.0	117.0	110.2041	8.9939	186.8079	420.7072	319.0	345606.0	98.0	1154.0	354.8433	11.7091	160.121	362.5889	294.0	298702.0	92.0	895.0	276.6048
sub-001_ses-pilot020_acq-highres_dir-PA_run-3_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3218	0.2245	0.2526	0.0023	0.3862	0.4856	0.4943	0.5432	0.5939	0.0	0.0	1368.4678	448.2312	313.7491	111.5906	51.2454	5.8701	279	99.64285714285714	0.6317	41.5129	14.78	1.3206	4.1	4.13	4.13	2.62	1.71	2.29	1.14	1.69	0.92	35.47	201.88	194.57	207.26	359.7468	8.8956	31.5118	9.0	1509531.0	2.0	121.0	106.0811	8.0458	177.9123	408.4162	314.0	344961.0	106.0	1081.0	325.973	9.9116	80.0605	222.1483	219.0	94538.0	94.0	363.0	88.1003
sub-001_ses-pilot021_acq-highres_dir-RL_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.2438	0.0795	0.036	0.006	0.3934	0.4907	0.5072	0.5663	0.6063	0.0	0.0	1058.496	414.6642	271.2946	92.4941	44.4548	12.4266	279	99.64285714285714	0.445	57.8215	15.8653	1.6508	3.37	3.32	3.32	2.15	1.49	1.77	1.11	1.13	0.67	34.53	213.69	219.31	188.99	299.8747	8.8956	30.9195	10.0	1491516.0	2.0	118.0	87.5841	10.0174	189.7731	426.3686	325.0	362976.0	100.0	1146.0	355.361	6.7172	91.9213	228.7323	226.0	106476.0	76.0	385.0	98.4471
sub-001_ses-pilot20002030_acq-highres_dir-AP_dwi	3	[0.0, 700.0, 2000.0, 3000.0]	[700.0, 2000.0, 3000.0]	0.2812	0.1682	0.1812	0.0063	1.695	0.4948	0.4642	0.4694		0.0	0.0	1185.0	2704.0	2025.0	1024.0		34.5661	8	88.88888888888889	0.9394	0.0	15.0829	0.3301	0.0	0.0	0.0	0.0	0.0	0.0	0.0			1027.83	5720.88	6167.01	6625.17	976.9315	2.9652	8.4738	2.0	1488109.0	0.0	33.0	37.8362	11.1936	102.2996	301.5136	209.0	366383.0	71.0	878.0	271.6384	11.174	102.2996	301.2673	209.0	366679.0	71.0	878.0	271.5638
sub-001_ses-pilot20002030_acq-highres_dir-RL_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3892	0.1869	0.1719	0.021	1.5606	0.5055	0.4518	0.4571	0.4659	0.0	0.0	1560.25	9801.0	5184.0	1764.0	961.0	31.4477	12	92.3076923076923	0.9742	0.0	14.6178	0.3301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	688.76	3470.08	4057.51	4604.7	657.7205	2.9652	8.8655	2.0	1484302.0	0.0	32.0	44.6578	9.4036	105.2648	294.3231	204.0	370190.0	65.0	863.0	263.5949	9.4002	105.2648	294.0282	204.0	370569.0	64.0	863.0	263.6156
sub-001_ses-pilot20003034_acq-highres_dir-AP_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3391	0.1688	0.1443	0.0084	1.8024	0.4997	0.4579	0.4556	0.455	0.0	0.0	972.25	11236.0	6241.0	2025.0	961.0	28.9403	14	93.33333333333333	0.4531	0.0	14.8211	0.3301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	558.86	2889.1	3201.6	3628.29	1062.7329	2.9652	8.4367	2.0	1517962.0	0.0	32.0	37.0116	11.3556	105.2648	313.7946	214.0	361934.0	75.0	928.0	286.9299	11.3668	105.2648	313.6386	214.0	362248.0	74.0	928.0	286.9933
sub-001_ses-pilot20101030_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3924	0.2078	0.2149	0.0022	0.3395	0.44	0.4363	0.4556	0.4702	0.0	0.0	13152.2383	4927.2949	4822.9233	1512.814	770.6126	30.1272	277	98.92857142857143	0.5102	62.2693	14.4548	0.3301	3.0	3.02	3.02	1.99	1.24	1.57	1.55	0.96	0.9	34.19	204.42	186.42	220.49	1381.4048	2.9652	11.0632	2.0	1515880.0	0.0	37.0	69.6386	13.7309	96.3691	296.6084	217.0	364016.0	87.0	810.0	249.8038	51.6961	54.8563	199.5482	188.0	124170.0	89.0	324.0	99.3854
sub-001_ses-pilot20102034_acq-highres_dir-LR_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3942	0.2364	0.2354	0.0021	0.3436	0.4376	0.4312	0.4486	0.4594	0.0	0.0	19536.373	7087.0923	7077.7939	2212.0522	1189.3428	38.7541	277	98.92857142857143	0.7011	50.4085	15.1041	0.3301	4.05	4.0	4.0	2.73	1.7	2.24	1.81	1.33	1.21	35.67	195.41	219.96	232.39	869.9392	1.4826	9.8351	1.0	1516666.0	0.0	36.0	48.7869	10.4764	96.3691	307.0801	226.0	363230.0	90.0	827.0	249.6001	41.0749	50.4085	202.9676	195.0	115268.0	84.0	317.0	91.1194
sub-001_ses-pilot20103060_acq-highres_dir-LR_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3324	0.115	0.1292	0.0039	0.3593	0.4942	0.5195	0.5804	0.6204	0.0	0.0	956.7966	354.6964	227.2695	77.9343	41.1991	12.5118	279	99.64285714285714	0.762	28.1694	14.8976	1.6508	4.54	4.51	4.51	3.01	2.01	2.54	1.63	1.83	1.07	37.92	205.54	246.59	237.41	663.589	5.9304	19.3947	7.0	1489314.0	2.0	61.0	72.6247	11.2976	131.9516	326.5426	223.0	365178.0	67.0	978.0	313.3453	21.8482	63.7519	172.6227	162.0	129024.0	48.0	317.0	94.5941
